# Board: cherry
dEQP-VK.api.device_init.create_instance_device_intentional_alloc_fail.basic,Timeout
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint_33x128_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint_64x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.multiple_layers.r64_uint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_1x33_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_200x180_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_33x128_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_64x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_sint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_1x33_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_200x180_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_33x128_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_64x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers.r64_uint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_sint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_sint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_sint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_sint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_sint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_uint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_uint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_uint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_uint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.remaining_array_layers_twostep.r64_uint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_1x33_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_200x180_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_33x128_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_64x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_sint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_1x33,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_1x33_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_200x180,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_200x180_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_33x128,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_33x128_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_64x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_64x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.2d.optimal.single_layer.r64_uint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_200x180x16,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_200x180x16_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_32x29x3,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_32x29x3_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_55x21x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_55x21x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_sint_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_200x180x16,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_200x180x16_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_32x29x3,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_32x29x3_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_55x21x11,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_55x21x11_multiple_subresourcerange,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint,Fail
dEQP-VK.api.image_clearing.dedicated_allocation.clear_color_image.3d.optimal.single_layer.r64_uint_multiple_subresourcerange,Fail
dEQP-VK.descriptor_indexing.combined_image_sampler_with_lod,Fail
dEQP-VK.descriptor_indexing.uniform_buffer_dynamic_lifetime,Fail
dEQP-VK.dynamic_state.fast_linked_library.general_state.double_static_bind,Fail
dEQP-VK.dynamic_state.monolithic.general_state.double_static_bind,Fail
dEQP-VK.dynamic_state.pipeline_library.general_state.double_static_bind,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1darray_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1darrayshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darray_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darray_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darray_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darrayshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2darrayshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler1darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler1darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler1d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler1d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturegradoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1darray_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1darrayshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1darrayshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler1d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2darray_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2darray_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2darray_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler1darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler1darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler1d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler1d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.texturelodoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler1darray_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler1d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2darray_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1darray_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1darray_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1darrayshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1d_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darray_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darrayshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2darrayshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2dshadow_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_bias_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_bias_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler1darray_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler1darray_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler1d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler1d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2darray_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2darray_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2darray_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler2d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler3d_bias_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler1d_vec2_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler1d_vec2_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler1d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler1d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec3_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec3_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec3_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec3_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec4_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec4_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec4_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler2d_vec4_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler3d_fixed_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler3d_fixed_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler3d_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.sampler3d_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler1d_vec2_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler1d_vec2_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler1d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler1d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojgradoffset.mirrored_repeat.usampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler2d_vec3_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler2d_vec3_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler2d_vec4_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler2d_vec4_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler3d_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.isampler3d_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1dshadow_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1dshadow_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1d_vec2_float_fragment,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1d_vec2_float_vertex,Fail
dEQP-VK.glsl.texture_functions.textureprojlodoffset.mirrored_repeat.sampler1d_vec4_float_fragment,Fail
